Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        1     0.00     0.00  std::vector<PngChunk*, std::allocator<PngChunk*> >::_M_move_assign(std::vector<PngChunk*, std::allocator<PngChunk*> >&&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<PngChunk*, std::allocator<PngChunk*> >::vector(std::allocator<PngChunk*> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<PngChunk*, std::allocator<PngChunk*> >::operator=(std::vector<PngChunk*, std::allocator<PngChunk*> >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >::_M_move_assign(std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >&&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >::vector(std::allocator<rp::GameObject*> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >::operator=(std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >&&)
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base* const&>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base* const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<rp::Base*, std::allocator<rp::Base*> >::push_back(rp::Base* const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> > >::_Rb_tree_impl<std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>::_Rb_tree_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> > >::_S_left(std::_Rb_tree_node_base*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> > >::_Rb_tree()
  0.00      0.00     0.00        1     0.00     0.00  void std::__alloc_on_move<std::allocator<PngChunk*> >(std::allocator<PngChunk*>&, std::allocator<PngChunk*>&)
  0.00      0.00     0.00        1     0.00     0.00  void std::__alloc_on_move<std::allocator<rp::GameObject*> >(std::allocator<rp::GameObject*>&, std::allocator<rp::GameObject*>&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<std::allocator<PngChunk*>&>::type&& std::move<std::allocator<PngChunk*>&>(std::allocator<PngChunk*>&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<std::allocator<rp::GameObject*>&>::type&& std::move<std::allocator<rp::GameObject*>&>(std::allocator<rp::GameObject*>&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<std::vector<PngChunk*, std::allocator<PngChunk*> >&>::type&& std::move<std::vector<PngChunk*, std::allocator<PngChunk*> >&>(std::vector<PngChunk*, std::allocator<PngChunk*> >&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >&>::type&& std::move<std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >&>(std::vector<rp::GameObject*, std::allocator<rp::GameObject*> >&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00     685/10279       rp::CppTools::BaseVectorSort(std::vector<rp::Base*, std::allocator<rp::Base*> >&) [67]
                0.00    0.00    2740/10279       rp::Scene::SceneUpdate() [66]
                0.00    0.00    2744/10279       std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_check_len(unsigned long, char const*) const [51]
                0.00    0.00    4110/10279       std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_range_check(unsigned long) const [10]
[8]      0.0    0.00    0.00   10279         std::vector<rp::Base*, std::allocator<rp::Base*> >::size() const [8]
-----------------------------------------------
                0.00    0.00    4116/4116        rp::Base** std::__relocate_a<rp::Base**, rp::Base**, std::allocator<rp::Base*> >(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [30]
[9]      0.0    0.00    0.00    4116         rp::Base** std::__niter_base<rp::Base**>(rp::Base**) [9]
-----------------------------------------------
                0.00    0.00    4110/4110        std::vector<rp::Base*, std::allocator<rp::Base*> >::at(unsigned long) [11]
[10]     0.0    0.00    0.00    4110         std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_range_check(unsigned long) const [10]
                0.00    0.00    4110/10279       std::vector<rp::Base*, std::allocator<rp::Base*> >::size() const [8]
-----------------------------------------------
                0.00    0.00    4110/4110        rp::Scene::SceneUpdate() [66]
[11]     0.0    0.00    0.00    4110         std::vector<rp::Base*, std::allocator<rp::Base*> >::at(unsigned long) [11]
                0.00    0.00    4110/4110        std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_range_check(unsigned long) const [10]
                0.00    0.00    4110/4110        std::vector<rp::Base*, std::allocator<rp::Base*> >::operator[](unsigned long) [12]
-----------------------------------------------
                0.00    0.00    4110/4110        std::vector<rp::Base*, std::allocator<rp::Base*> >::at(unsigned long) [11]
[12]     0.0    0.00    0.00    4110         std::vector<rp::Base*, std::allocator<rp::Base*> >::operator[](unsigned long) [12]
-----------------------------------------------
                0.00    0.00       2/2753        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base* const&>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base* const&) [253]
                0.00    0.00       4/2753        std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_move_assign(std::vector<rp::Base*, std::allocator<rp::Base*> >&&, std::integral_constant<bool, true>) [186]
                0.00    0.00     686/2753        std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_erase_at_end(rp::Base**) [46]
                0.00    0.00     691/2753        std::vector<rp::Base*, std::allocator<rp::Base*> >::~vector() [40]
                0.00    0.00    1370/2753        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base*>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base*&&) [74]
[13]     0.0    0.00    0.00    2753         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_get_Tp_allocator() [13]
-----------------------------------------------
                0.00    0.00       2/2744        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base* const&>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base* const&) [253]
                0.00    0.00    1370/2744        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base*>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base*&&) [74]
                0.00    0.00    1372/2744        __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >::difference_type __gnu_cxx::operator-<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > > const&, __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > > const&) [50]
[14]     0.0    0.00    0.00    2744         __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >::base() const [14]
-----------------------------------------------
                0.00    0.00     685/2742        __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >::operator-(long) const [71]
                0.00    0.00     686/2742        std::vector<rp::Base*, std::allocator<rp::Base*> >::begin() [55]
                0.00    0.00    1371/2742        std::vector<rp::Base*, std::allocator<rp::Base*> >::end() [33]
[15]     0.0    0.00    0.00    2742         __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >::__normal_iterator(rp::Base** const&) [15]
-----------------------------------------------
                0.00    0.00     685/2740        rp::Base*& std::vector<rp::Base*, std::allocator<rp::Base*> >::emplace_back<rp::Base*>(rp::Base*&&) [73]
                0.00    0.00     685/2740        void std::allocator_traits<std::allocator<rp::Base*> >::construct<rp::Base*, rp::Base*>(std::allocator<rp::Base*>&, rp::Base**, rp::Base*&&) [72]
                0.00    0.00     685/2740        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base*>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base*&&) [74]
                0.00    0.00     685/2740        void __gnu_cxx::new_allocator<rp::Base*>::construct<rp::Base*, rp::Base*>(rp::Base**, rp::Base*&&) [69]
[16]     0.0    0.00    0.00    2740         rp::Base*&& std::forward<rp::Base*>(std::remove_reference<rp::Base*>::type&) [16]
-----------------------------------------------
                0.00    0.00     686/2058        __gnu_cxx::new_allocator<rp::Base*>::allocate(unsigned long, void const*) [49]
                0.00    0.00    1372/2058        __gnu_cxx::new_allocator<rp::Base*>::max_size() const [24]
[17]     0.0    0.00    0.00    2058         __gnu_cxx::new_allocator<rp::Base*>::_M_max_size() const [17]
-----------------------------------------------
                0.00    0.00     685/2055        rp::Base::Parse(std::vector<rp::Base*, std::allocator<rp::Base*> >&) [64]
                0.00    0.00     685/2055        rp::GameObject::Draw() [57]
                0.00    0.00     685/2055        rp::Scene::SceneUpdate() [66]
[18]     0.0    0.00    0.00    2055         rp::Base::IsEnabled() [18]
-----------------------------------------------
                0.00    0.00    1377/1377        void std::_Destroy<rp::Base**>(rp::Base**, rp::Base**) [21]
[19]     0.0    0.00    0.00    1377         void std::_Destroy_aux<true>::__destroy<rp::Base**>(rp::Base**, rp::Base**) [19]
-----------------------------------------------
                0.00    0.00       1/1377        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base* const&>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base* const&) [253]
                0.00    0.00     685/1377        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base*>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base*&&) [74]
                0.00    0.00     691/1377        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::~_Vector_base() [39]
[20]     0.0    0.00    0.00    1377         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_deallocate(rp::Base**, unsigned long) [20]
                0.00    0.00     686/686         std::allocator_traits<std::allocator<rp::Base*> >::deallocate(std::allocator<rp::Base*>&, rp::Base**, unsigned long) [53]
-----------------------------------------------
                0.00    0.00    1377/1377        void std::_Destroy<rp::Base**, rp::Base*>(rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [22]
[21]     0.0    0.00    0.00    1377         void std::_Destroy<rp::Base**>(rp::Base**, rp::Base**) [21]
                0.00    0.00    1377/1377        void std::_Destroy_aux<true>::__destroy<rp::Base**>(rp::Base**, rp::Base**) [19]
-----------------------------------------------
                0.00    0.00     686/1377        std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_erase_at_end(rp::Base**) [46]
                0.00    0.00     691/1377        std::vector<rp::Base*, std::allocator<rp::Base*> >::~vector() [40]
[22]     0.0    0.00    0.00    1377         void std::_Destroy<rp::Base**, rp::Base*>(rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [22]
                0.00    0.00    1377/1377        void std::_Destroy<rp::Base**>(rp::Base**, rp::Base**) [21]
-----------------------------------------------
                0.00    0.00       2/1374        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::get_allocator() const [166]
                0.00    0.00    1372/1374        std::vector<rp::Base*, std::allocator<rp::Base*> >::max_size() const [25]
[23]     0.0    0.00    0.00    1374         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_get_Tp_allocator() const [23]
-----------------------------------------------
                0.00    0.00    1372/1372        std::allocator_traits<std::allocator<rp::Base*> >::max_size(std::allocator<rp::Base*> const&) [26]
[24]     0.0    0.00    0.00    1372         __gnu_cxx::new_allocator<rp::Base*>::max_size() const [24]
                0.00    0.00    1372/2058        __gnu_cxx::new_allocator<rp::Base*>::_M_max_size() const [17]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_check_len(unsigned long, char const*) const [51]
[25]     0.0    0.00    0.00    1372         std::vector<rp::Base*, std::allocator<rp::Base*> >::max_size() const [25]
                0.00    0.00    1372/1374        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_get_Tp_allocator() const [23]
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_max_size(std::allocator<rp::Base*> const&) [27]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_max_size(std::allocator<rp::Base*> const&) [27]
[26]     0.0    0.00    0.00    1372         std::allocator_traits<std::allocator<rp::Base*> >::max_size(std::allocator<rp::Base*> const&) [26]
                0.00    0.00    1372/1372        __gnu_cxx::new_allocator<rp::Base*>::max_size() const [24]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::max_size() const [25]
[27]     0.0    0.00    0.00    1372         std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_max_size(std::allocator<rp::Base*> const&) [27]
                0.00    0.00    1372/1372        std::allocator_traits<std::allocator<rp::Base*> >::max_size(std::allocator<rp::Base*> const&) [26]
                0.00    0.00    1372/1372        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00       2/1372        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base* const&>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base* const&) [253]
                0.00    0.00    1370/1372        void std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_realloc_insert<rp::Base*>(__gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >, rp::Base*&&) [74]
[28]     0.0    0.00    0.00    1372         std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_relocate(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [28]
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_do_relocate(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&, std::integral_constant<bool, true>) [29]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_relocate(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [28]
[29]     0.0    0.00    0.00    1372         std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_do_relocate(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&, std::integral_constant<bool, true>) [29]
                0.00    0.00    1372/1372        rp::Base** std::__relocate_a<rp::Base**, rp::Base**, std::allocator<rp::Base*> >(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [30]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_do_relocate(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&, std::integral_constant<bool, true>) [29]
[30]     0.0    0.00    0.00    1372         rp::Base** std::__relocate_a<rp::Base**, rp::Base**, std::allocator<rp::Base*> >(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [30]
                0.00    0.00    4116/4116        rp::Base** std::__niter_base<rp::Base**>(rp::Base**) [9]
                0.00    0.00    1372/1372        std::enable_if<std::__is_bitwise_relocatable<rp::Base*, void>::value, rp::Base**>::type std::__relocate_a_1<rp::Base*, rp::Base*>(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [31]
-----------------------------------------------
                0.00    0.00    1372/1372        rp::Base** std::__relocate_a<rp::Base**, rp::Base**, std::allocator<rp::Base*> >(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [30]
[31]     0.0    0.00    0.00    1372         std::enable_if<std::__is_bitwise_relocatable<rp::Base*, void>::value, rp::Base**>::type std::__relocate_a_1<rp::Base*, rp::Base*>(rp::Base**, rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [31]
-----------------------------------------------
                0.00    0.00    1372/1372        std::vector<rp::Base*, std::allocator<rp::Base*> >::_S_max_size(std::allocator<rp::Base*> const&) [27]
[32]     0.0    0.00    0.00    1372         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00       1/1371        std::vector<rp::Base*, std::allocator<rp::Base*> >::push_back(rp::Base* const&) [254]
                0.00    0.00     685/1371        rp::Base*& std::vector<rp::Base*, std::allocator<rp::Base*> >::emplace_back<rp::Base*>(rp::Base*&&) [73]
                0.00    0.00     685/1371        std::vector<rp::Base*, std::allocator<rp::Base*> >::back() [75]
[33]     0.0    0.00    0.00    1371         std::vector<rp::Base*, std::allocator<rp::Base*> >::end() [33]
                0.00    0.00    1371/2742        __gnu_cxx::__normal_iterator<rp::Base**, std::vector<rp::Base*, std::allocator<rp::Base*> > >::__normal_iterator(rp::Base** const&) [15]
-----------------------------------------------
                0.00    0.00       2/695         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::_Vector_impl(std::allocator<rp::Base*> const&) [181]
                0.00    0.00       4/695         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl_data&) [121]
                0.00    0.00     689/695         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::_Vector_impl() [43]
[34]     0.0    0.00    0.00     695         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl_data::_Vector_impl_data() [34]
-----------------------------------------------
                0.00    0.00       1/694         void __gnu_cxx::new_allocator<rp::Base*>::construct<rp::Base*, rp::Base* const&>(rp::Base**, rp::Base* const&) [230]
                0.00    0.00       4/694         void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> > >::_M_construct_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, rp::Base* (*)()> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, rp::Base* (*)()>&&) [134]
                0.00    0.00       4/694         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()> > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, rp::Base* (*)()> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, rp::Base* (*)()>*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, rp::Base* (*)()>&&) [114]
                0.00    0.00     685/694         void __gnu_cxx::new_allocator<rp::Base*>::construct<rp::Base*, rp::Base*>(rp::Base**, rp::Base*&&) [69]
[35]     0.0    0.00    0.00     694         operator new(unsigned long, void*) [35]
-----------------------------------------------
                0.00    0.00     693/693         std::allocator<rp::Base*>::~allocator() [37]
[36]     0.0    0.00    0.00     693         __gnu_cxx::new_allocator<rp::Base*>::~new_allocator() [36]
-----------------------------------------------
                0.00    0.00       2/693         std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_move_assign(std::vector<rp::Base*, std::allocator<rp::Base*> >&&, std::integral_constant<bool, true>) [186]
                0.00    0.00     691/693         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::~_Vector_impl() [38]
[37]     0.0    0.00    0.00     693         std::allocator<rp::Base*>::~allocator() [37]
                0.00    0.00     693/693         __gnu_cxx::new_allocator<rp::Base*>::~new_allocator() [36]
-----------------------------------------------
                0.00    0.00     691/691         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::~_Vector_base() [39]
[38]     0.0    0.00    0.00     691         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::~_Vector_impl() [38]
                0.00    0.00     691/693         std::allocator<rp::Base*>::~allocator() [37]
-----------------------------------------------
                0.00    0.00     691/691         std::vector<rp::Base*, std::allocator<rp::Base*> >::~vector() [40]
[39]     0.0    0.00    0.00     691         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::~_Vector_base() [39]
                0.00    0.00     691/1377        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_deallocate(rp::Base**, unsigned long) [20]
                0.00    0.00     691/691         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::~_Vector_impl() [38]
-----------------------------------------------
                0.00    0.00       2/691         rp::Scene::Scene() [159]
                0.00    0.00       2/691         rp::Scene::~Scene() [161]
                0.00    0.00       2/691         std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_move_assign(std::vector<rp::Base*, std::allocator<rp::Base*> >&&, std::integral_constant<bool, true>) [186]
                0.00    0.00     685/691         rp::Scene::SceneUpdate() [66]
[40]     0.0    0.00    0.00     691         std::vector<rp::Base*, std::allocator<rp::Base*> >::~vector() [40]
                0.00    0.00     691/2753        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_get_Tp_allocator() [13]
                0.00    0.00     691/1377        void std::_Destroy<rp::Base**, rp::Base*>(rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [22]
                0.00    0.00     691/691         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::~_Vector_base() [39]
-----------------------------------------------
                0.00    0.00     689/689         std::allocator<rp::Base*>::allocator() [42]
[41]     0.0    0.00    0.00     689         __gnu_cxx::new_allocator<rp::Base*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00     689/689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::_Vector_impl() [43]
[42]     0.0    0.00    0.00     689         std::allocator<rp::Base*>::allocator() [42]
                0.00    0.00     689/689         __gnu_cxx::new_allocator<rp::Base*>::new_allocator() [41]
-----------------------------------------------
                0.00    0.00     689/689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_base() [44]
[43]     0.0    0.00    0.00     689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::_Vector_impl() [43]
                0.00    0.00     689/689         std::allocator<rp::Base*>::allocator() [42]
                0.00    0.00     689/695         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl_data::_Vector_impl_data() [34]
-----------------------------------------------
                0.00    0.00     689/689         std::vector<rp::Base*, std::allocator<rp::Base*> >::vector() [45]
[44]     0.0    0.00    0.00     689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_base() [44]
                0.00    0.00     689/689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_impl::_Vector_impl() [43]
-----------------------------------------------
                0.00    0.00       4/689         rp::Scene::Scene() [159]
                0.00    0.00     685/689         rp::Scene::SceneUpdate() [66]
[45]     0.0    0.00    0.00     689         std::vector<rp::Base*, std::allocator<rp::Base*> >::vector() [45]
                0.00    0.00     689/689         std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_Vector_base() [44]
-----------------------------------------------
                0.00    0.00     687/687         std::vector<rp::Base*, std::allocator<rp::Base*> >::clear() [47]
[46]     0.0    0.00    0.00     687         std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_erase_at_end(rp::Base**) [46]
                0.00    0.00     686/2753        std::_Vector_base<rp::Base*, std::allocator<rp::Base*> >::_M_get_Tp_allocator() [13]
                0.00    0.00     686/1377        void std::_Destroy<rp::Base**, rp::Base*>(rp::Base**, rp::Base**, std::allocator<rp::Base*>&) [22]
-----------------------------------------------
                0.00    0.00       2/687         rp::Scene::~Scene() [161]
                0.00    0.00     685/687         rp::Scene::SceneUpdate() [66]
[47]     0.0    0.00    0.00     687         std::vector<rp::Base*, std::allocator<rp::Base*> >::clear() [47]
                0.00    0.00     687/687         std::vector<rp::Base*, std::allocator<rp::Base*> >::_M_erase_at_end(rp::Base**) [46]
-----------------------------------------------
                0.00    0.00     686/686         std::allocator_traits<std::allocator<rp::Base*> >::deallocate(std::allocator<rp::Base*>&, rp::Base**, unsigned long) [53]
[48]     0.0    0.00    0.00     686         __gnu_cxx::new_allocator<rp::Base*>::deallocate(rp::Base**, unsigned long) [48]
-----------------------------------------------
                0.00    0.00     686/686         std::allocator_traits<std::allocator<rp::Base*> >::allocate(std::allocator<rp::Base*>&, unsigned long) [54]
[49]     0.0    0.00    0.00     686         __gnu_cxx::new_allocator<rp::Base*>::allocate(unsigned long, void const*) [49]
